"State","Crop_Year","Crop","Area","Production","Fertilizer","Pesticide","Yield","Annual_Rainfall","Region"
"Odisha",2017,"Soyabean",0,0,0,0,0,0,"East"
"Puducherry",2017,"Soyabean",0,0,0,0,0,0,"South"
"Punjab",2017,"Soyabean",0,0,0,0,0,0,"North"
"Tamil Nadu",2017,"Soyabean",0,0,0,0,0,0,"South"
"Telangana",2017,"Soyabean",152289,247298,23976380.16,57869.82,1.584090909,815.7,"South"
"Tripura",2017,"Soyabean",497,364,78247.68,188.86,0.71125,3326.8,"North-east"
"Uttar Pradesh",2017,"Soyabean",14268,11093,2246353.92,5421.84,0.762307692,652.1,"North"
"West Bengal",2017,"Soyabean",398,380,62661.12,151.24,0.883333333,1830,"East"
"Himachal Pradesh",2017,"Soyabean",554,929,87221.76,210.52,1.684285714,1182.2,"North"
"Jammu and Kashmir",2017,"Soyabean",0,0,0,0,0,0,"North"
"Bihar",2017,"Soyabean",0,0,0,0,0,0,"East"
"Uttarakhand",2017,"Soyabean",10537,12759,1658945.28,4004.06,0.925833333,1475.8,"North"
"Jharkhand",2017,"Soyabean",1923,1536,302757.12,730.74,0.857692308,1165.7,"East"
"Arunachal Pradesh",2017,"Soyabean",3129,4435,492629.76,1189.02,1.516842105,2745.5,"North-east"
"Goa",2017,"Soyabean",0,0,0,0,0,0,"West"
"Sikkim",2017,"Soyabean",3071,2996,483498.24,1166.98,0.9525,2873.6,"North-east"
"Andhra Pradesh",2018,"Soyabean",1416,2728,229675.2,495.6,1.87125,1220.5,"South"
"Assam",2018,"Soyabean",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2018,"Soyabean",81562,52197,13229356.4,28546.7,0.764705882,1515.5,"Central"
"Delhi",2018,"Soyabean",0,0,0,0,0,0,"North"
"Gujarat",2018,"Soyabean",135651,323997,22002592.2,47477.85,1.619,1125.4,"West"
"Haryana",2018,"Soyabean",0,0,0,0,0,0,"North"
"Karnataka",2018,"Soyabean",261855,257221,42472881,91649.25,1.0025,1419.1,"South"
"Kerala",2018,"Soyabean",0,0,0,0,0,0,"South"
"Madhya Pradesh",2018,"Soyabean",5418888,5809838,878943633.6,1896610.8,0.9452,1102.2,"Central"
"Maharashtra",2018,"Soyabean",4075174,4610936,660993222.8,1426310.9,1.232857143,1387.4,"West"
"Manipur",2018,"Soyabean",4904,4415,795428.8,1716.4,0.903333333,1196.9,"North-east"
"Meghalaya",2018,"Soyabean",1868,3550,302989.6,653.8,2.144545455,5649.1,"North-east"
"Mizoram",2018,"Soyabean",1012,1752,164146.4,354.2,1.465,1665.2,"North-east"
"Nagaland",2018,"Soyabean",25110,31640,4072842,8788.5,1.253636364,1372.7,"North-east"
"Odisha",2018,"Soyabean",0,0,0,0,0,0,"East"
"Puducherry",2018,"Soyabean",0,0,0,0,0,0,"South"
"Punjab",2018,"Soyabean",0,0,0,0,0,0,"North"
"Tamil Nadu",2018,"Soyabean",0,0,0,0,0,0,"South"
"Telangana",2018,"Soyabean",148113,234599,24023928.6,51839.55,1.544705882,1350.3,"South"
"Tripura",2018,"Soyabean",101,77,16382.2,35.35,0.7881666665,2169.1,"North-east"
"Uttar Pradesh",2018,"Soyabean",22722,20472,3685508.4,7952.7,0.902307692,792.8,"North"
"West Bengal",2018,"Soyabean",416,334,67475.2,145.6,1.036666667,2012.6,"East"
"Himachal Pradesh",2018,"Soyabean",554,931,89858.8,193.9,1.59625,1052.2,"North"
"Jammu and Kashmir",2018,"Soyabean",0,0,0,0,0,0,"North"
"Bihar",2018,"Soyabean",0,0,0,0,0,0,"East"
"Uttarakhand",2018,"Soyabean",9054,9681,1468558.8,3168.9,0.959166667,1373,"North"
"Jharkhand",2018,"Soyabean",6099,4557,989257.8,2134.65,0.76,1222.7,"East"
"Arunachal Pradesh",2018,"Soyabean",3132,4438,508010.4,1096.2,1.495714286,2992.9,"North-east"
"Goa",2018,"Soyabean",0,0,0,0,0,0,"West"
"Sikkim",2018,"Soyabean",2962,2890,480436.4,1036.7,0.9525,3350.1,"North-east"
"Andhra Pradesh",2019,"Soyabean",1378,2409,236685.28,509.86,1.26,899.2,"South"
"Assam",2019,"Soyabean",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2019,"Soyabean",75112,82999,12901237.12,27791.44,1.096428571,1420.3,"Central"
"Delhi",2019,"Soyabean",0,0,0,0,0,0,"North"
"Gujarat",2019,"Soyabean",100624,132661,17283178.24,37230.88,1.314705882,1067.8,"West"
"Haryana",2019,"Soyabean",0,0,0,0,0,0,"North"
"Karnataka",2019,"Soyabean",336850,378700,57857356,124634.5,1.065555556,1422.3,"South"
"Kerala",2019,"Soyabean",0,0,0,0,0,0,"South"
"Madhya Pradesh",2019,"Soyabean",6194044,3856153,1063888997,2291796.28,0.678431373,1446.7,"Central"
"Maharashtra",2019,"Soyabean",4123911,4825628,708322953.4,1525847.07,1.153214286,1555.8,"West"
"Manipur",2019,"Soyabean",0,0,0,0,0,0,"North-east"
"Meghalaya",2019,"Soyabean",1873,3570,321706.48,693.01,2.148181818,3844.4,"North-east"
"Mizoram",2019,"Soyabean",1121,1827,192542.96,414.77,1.335,2178.5,"North-east"
"Nagaland",2019,"Soyabean",25170,31770,4323199.2,9312.9,1.254545455,1593,"North-east"
"Odisha",2019,"Soyabean",0,0,0,0,0,0,"East"
"Puducherry",2019,"Soyabean",0,0,0,0,0,0,"South"
"Punjab",2019,"Soyabean",0,0,0,0,0,0,"North"
"Tamil Nadu",2019,"Soyabean",0,0,0,0,0,0,"South"
"Telangana",2019,"Soyabean",172092,311224,29558521.92,63674.04,1.791176471,1031.7,"South"
"Tripura",2019,"Soyabean",214,165,36756.64,79.18,0.756875,2252.8,"North-east"
"Uttar Pradesh",2019,"Soyabean",22402,11497,3847767.52,8288.74,0.471818182,814.5,"North"
"West Bengal",2019,"Soyabean",249,194,42768.24,92.13,1.255,1733.4,"East"
"Himachal Pradesh",2019,"Soyabean",556,949,95498.56,205.72,1.63125,1217.7,"North"
"Jammu and Kashmir",2019,"Soyabean",0,0,0,0,0,0,"North"
"Bihar",2019,"Soyabean",19600,14779,3366496,7252,0.75,1194.7,"East"
"Uttarakhand",2019,"Soyabean",8003,8838,1374595.28,2961.11,1.178333333,1378.9,"North"
"Jharkhand",2019,"Soyabean",1193,1023,204909.68,441.41,0.850833333,1137.8,"East"
"Arunachal Pradesh",2019,"Soyabean",3137,4447,538811.12,1160.69,1.499583333,2433.3,"North-east"
"Goa",2019,"Soyabean",0,0,0,0,0,0,"West"
"Sikkim",2019,"Soyabean",2929,2859,503085.04,1083.73,0.955,2740,"North-east"
"Andhra Pradesh",2000,"Jowar",676928,618988,66454021.76,176001.28,0.835909091,935.6,"South"
"Assam",2000,"Jowar",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2000,"Jowar",10386,6907,1019593.62,2700.36,0.669333333,896.4,"Central"
"Delhi",2000,"Jowar",8625,8177,846716.25,2242.5,0.95,544.3,"North"
"Gujarat",2000,"Jowar",163200,98000,16021344,42432,0.539375,379.7,"West"
"Haryana",2000,"Jowar",109354,27800,10735282.18,28432.04,0.206923077,383.7,"North"
"Karnataka",2000,"Jowar",1782262,1546921,174964660.5,463388.12,1.36267335,1213.3,"South"
"Kerala",2000,"Jowar",463,236,45452.71,120.38,0.51,2412.6,"South"
"Madhya Pradesh",2000,"Jowar",623006,446695,61160499.02,161981.56,0.957416667,723.3,"Central"
"Maharashtra",2000,"Jowar",5093500,3987800,500028895,1324310,0.875837912,1057.8,"West"
"Manipur",2000,"Jowar",0,0,0,0,0,0,"North-east"
"Meghalaya",2000,"Jowar",0,0,0,0,0,0,"North-east"
"Mizoram",2000,"Jowar",0,0,0,0,0,0,"North-east"
"Nagaland",2000,"Jowar",1500,1250,147255,390,0.83,1631.8,"North-east"
"Odisha",2000,"Jowar",13000,7480,1276210,3380,0.598,1066,"East"
"Puducherry",2000,"Jowar",6,6,589.02,1.56,1,1434.5875,"South"
"Punjab",2000,"Jowar",0,0,0,0,0,0,"North"
"Tamil Nadu",2000,"Jowar",491681,496607,48268323.77,127837.06,1.012727273,971.1,"South"
"Telangana",2000,"Jowar",676928,618988,66454021.76,176001.28,0.835909091,935.6,"South"
"Tripura",2000,"Jowar",0,0,0,0,0,0,"North-east"
"Uttar Pradesh",2000,"Jowar",347427,329499,34106908.59,90331.02,0.995909091,874.4,"North"
"West Bengal",2000,"Jowar",1016,521,99740.72,264.16,0.578333333,1907.7,"East"
"Himachal Pradesh",2000,"Jowar",287,89,28174.79,74.62,0.15,1068.4,"North"
"Jammu and Kashmir",2000,"Jowar",0,0,0,0,0,0,"North"
"Bihar",2000,"Jowar",1087,994,106710.79,282.62,0.926,1207,"East"
"Uttarakhand",2000,"Jowar",0,0,0,0,0,0,"North"
"Jharkhand",2000,"Jowar",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2000,"Jowar",0,0,0,0,0,0,"North-east"
"Goa",2000,"Jowar",0,0,0,0,0,0,"West"
"Sikkim",2000,"Jowar",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2001,"Jowar",639329,634051,65294670.77,166225.54,0.8460930735,928.4,"South"
"Assam",2001,"Jowar",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2001,"Jowar",9423,9169,962370.99,2449.98,0.948125,1550,"Central"
"Delhi",2001,"Jowar",8627,8140,881075.51,2243.02,0.94,611.9,"North"
"Gujarat",2001,"Jowar",182400,169300,18628512,47424,0.8768333335,666.5,"West"
"Haryana",2001,"Jowar",103814,22000,10602523.82,26991.64,0.12,483.8,"North"
"Karnataka",2001,"Jowar",1790815,1372066,182895935.98,465611.9,1.253044149,1002.9,"South"
"Kerala",2001,"Jowar",2902,1478,296381.26,754.52,0.4025,2946.7,"South"
"Madhya Pradesh",2001,"Jowar",627132,566300,64048991.16,163054.32,1.1048492065,955,"Central"
"Maharashtra",2001,"Jowar",5137000,3909600,524641810,1335620,0.915686813,1035.8,"West"
"Manipur",2001,"Jowar",0,0,0,0,0,0,"North-east"
"Meghalaya",2001,"Jowar",0,0,0,0,0,0,"North-east"
"Mizoram",2001,"Jowar",0,0,0,0,0,0,"North-east"
"Nagaland",2001,"Jowar",1500,1200,153195,390,0.8025,1532,"North-east"
"Odisha",2001,"Jowar",12260,7090,1252113.8,3187.6,0.607894737,1672.5,"East"
"Puducherry",2001,"Jowar",0,0,0,0,0,0,"South"
"Punjab",2001,"Jowar",0,0,0,0,0,0,"North"
"Tamil Nadu",2001,"Jowar",317233,274842,32399006.29,82480.58,1.009583333,481.3,"South"
"Telangana",2001,"Jowar",639329,634051,65294670.77,166225.54,0.8460930735,928.4,"South"
"Tripura",2001,"Jowar",0,0,0,0,0,0,"North-east"
"Uttar Pradesh",2001,"Jowar",322575,309068,32944584.75,83869.5,0.949848485,849.9,"North"
"West Bengal",2001,"Jowar",1194,658,121943.22,310.44,0.611428571,1556.6,"East"
"Himachal Pradesh",2001,"Jowar",0,0,0,0,0,0,"North"
"Jammu and Kashmir",2001,"Jowar",7,4,714.91,1.82,0.55,953.8,"North"
"Bihar",2001,"Jowar",4388,3712,448146.44,1140.88,0.888888889,1247,"East"
"Uttarakhand",2001,"Jowar",0,0,0,0,0,0,"North"
"Jharkhand",2001,"Jowar",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2001,"Jowar",0,0,0,0,0,0,"North-east"
"Goa",2001,"Jowar",0,0,0,0,0,0,"West"
"Sikkim",2001,"Jowar",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2002,"Jowar",623846,607496,59059500.82,155961.5,0.751590909,648.1,"South"
"Assam",2002,"Jowar",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2002,"Jowar",7798,5770,738236.66,1949.5,0.936666667,1001.4,"Central"
"Delhi",2002,"Jowar",9273,4015,877874.91,2318.25,0.43,593.6,"North"
"Gujarat",2002,"Jowar",156100,121700,14777987,39025,0.6267142855,458.4,"West"
"Haryana",2002,"Jowar",113069,22000,10704242.23,28267.25,0.0975,353.9,"North"
"Karnataka",2002,"Jowar",1786237,1224893,169103056.77,446559.25,1.031855159,860.8,"South"
"Kerala",2002,"Jowar",2571,1311,243396.57,642.75,0.5025,2511.2,"South"
"Madhya Pradesh",2002,"Jowar",640518,589917,60637839.06,160129.5,0.9474747475,800.8,"Central"
"Maharashtra",2002,"Jowar",4804300,3882400,454823081,1201075,0.972142857,967.4,"West"
"Manipur",2002,"Jowar",0,0,0,0,0,0,"North-east"
"Meghalaya",2002,"Jowar",0,0,0,0,0,0,"North-east"
"Mizoram",2002,"Jowar",0,0,0,0,0,0,"North-east"
"Nagaland",2002,"Jowar",2000,4000,189340,500,1.90375,1536.6,"North-east"
"Odisha",2002,"Jowar",11000,5720,1041370,2750,0.5605,1102.8,"East"
"Puducherry",2002,"Jowar",0,0,0,0,0,0,"South"
"Punjab",2002,"Jowar",0,0,0,0,0,0,"North"
"Tamil Nadu",2002,"Jowar",319607,213639,30257194.69,79901.75,0.765652174,315.9,"South"
"Telangana",2002,"Jowar",623846,607496,59059500.82,155961.5,0.751590909,648.1,"South"
"Tripura",2002,"Jowar",0,0,0,0,0,0,"North-east"
"Uttar Pradesh",2002,"Jowar",268145,244099,25385287.15,67036.25,1.096875,664,"North"
"West Bengal",2002,"Jowar",1643,1234,155542.81,410.75,1.855,1629.1,"East"
"Himachal Pradesh",2002,"Jowar",0,0,0,0,0,0,"North"
"Jammu and Kashmir",2002,"Jowar",129,32,12212.43,32.25,0.25,933.2,"North"
"Bihar",2002,"Jowar",4402,4446,416737.34,1100.5,1.021,1105.8,"East"
"Uttarakhand",2002,"Jowar",0,0,0,0,0,0,"North"
"Jharkhand",2002,"Jowar",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2002,"Jowar",0,0,0,0,0,0,"North-east"
"Goa",2002,"Jowar",0,0,0,0,0,0,"West"
"Sikkim",2002,"Jowar",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2003,"Jowar",648179,742126,64156757.42,155562.96,1.6258333335,826,"South"
"Assam",2003,"Jowar",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2003,"Jowar",7595,7603,751753.1,1822.8,0.942,1643.7,"Central"
"Delhi",2003,"Jowar",8686,10727,859740.28,2084.64,1.23,962.3,"North"
"Gujarat",2003,"Jowar",172600,173600,17083948,41424,0.8656798245,902.5,"West"
"Haryana",2003,"Jowar",100945,26000,9991536.1,24226.8,0.186363636,592.3,"North"
"Karnataka",2003,"Jowar",1698177,781003,168085559.48,407562.48,1.286930736,867.6,"South"
"Kerala",2003,"Jowar",2129,1087,210728.42,510.96,0.628571429,2386,"South"
"Madhya Pradesh",2003,"Jowar",771932,940985,76405829.36,185263.68,1.37725,1163,"Central"
"Maharashtra",2003,"Jowar",4440000,2888300,439471200,1065600,0.932037037,1037.4,"West"
"Manipur",2003,"Jowar",0,0,0,0,0,0,"North-east"
"Meghalaya",2003,"Jowar",0,0,0,0,0,0,"North-east"
"Mizoram",2003,"Jowar",0,0,0,0,0,0,"North-east"
"Nagaland",2003,"Jowar",3000,5000,296940,720,1.6075,1709.8,"North-east"
"Odisha",2003,"Jowar",11090,6380,1097688.2,2661.6,0.604,1648.2,"East"
"Puducherry",2003,"Jowar",0,0,0,0,0,0,"South"
"Punjab",2003,"Jowar",0,0,0,0,0,0,"North"
"Tamil Nadu",2003,"Jowar",401607,245933,39751060.86,96385.68,0.7376,345.6,"South"
"Telangana",2003,"Jowar",648179,742126,64156757.42,155562.96,1.6258333335,826,"South"
"Tripura",2003,"Jowar",0,0,0,0,0,0,"North-east"
"Uttar Pradesh",2003,"Jowar",300167,298075,29710529.66,72040.08,1.01469697,1075.6,"North"
"West Bengal",2003,"Jowar",1283,616,126991.34,307.92,0.5325,1526.7,"East"
"Himachal Pradesh",2003,"Jowar",0,0,0,0,0,0,"North"
"Jammu and Kashmir",2003,"Jowar",0,0,0,0,0,0,"North"
"Bihar",2003,"Jowar",1513,1527,149756.74,363.12,1.004545455,1353.9,"East"
"Uttarakhand",2003,"Jowar",0,0,0,0,0,0,"North"
"Jharkhand",2003,"Jowar",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2003,"Jowar",0,0,0,0,0,0,"North-east"
"Goa",2003,"Jowar",0,0,0,0,0,0,"West"
"Sikkim",2003,"Jowar",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2004,"Jowar",500393,515557,54212577.62,105082.53,1.1265909095,781.8,"South"
"Assam",2004,"Jowar",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2004,"Jowar",8388,4902,908755.92,1761.48,0.666875,1122.8,"Central"
"Delhi",2004,"Jowar",9208,6350,997594.72,1933.68,0.69,651.9,"North"
"Gujarat",2004,"Jowar",121800,134400,13195812,25578,0.9879166665,719.8,"West"
"Haryana",2004,"Jowar",96718,26000,10478428.12,20310.78,0.135,484.6,"North"
"Karnataka",2004,"Jowar",1662793,1358582,180146993.62,349186.53,0.901807081666667,1117.7,"South"
"Kerala",2004,"Jowar",2566,1309,278000.44,538.86,0.505,2880.2,"South"
"Madhya Pradesh",2004,"Jowar",633060,608371,68585720.4,132942.6,1.1294791665,895.7,"Central"
"Maharashtra",2004,"Jowar",4756100,3623300,515275874,998781,0.901923077,1052,"West"
"Manipur",2004,"Jowar",0,0,0,0,0,0,"North-east"
"Meghalaya",2004,"Jowar",0,0,0,0,0,0,"North-east"
"Mizoram",2004,"Jowar",0,0,0,0,0,0,"North-east"
"Nagaland",2004,"Jowar",2500,4000,270850,525,1.5975,1711.5,"North-east"
"Odisha",2004,"Jowar",10071,5451,1091092.14,2114.91,0.5245,1290.4,"East"
"Puducherry",2004,"Jowar",0,0,0,0,0,0,"South"
"Punjab",2004,"Jowar",0,0,0,0,0,0,"North"
"Tamil Nadu",2004,"Jowar",376739,252063,40815903.26,79115.19,0.825,1034,"South"
"Telangana",2004,"Jowar",500393,515557,54212577.62,105082.53,1.1265909095,781.8,"South"
"Tripura",2004,"Jowar",0,0,0,0,0,0,"North-east"
"Uttar Pradesh",2004,"Jowar",243547,249206,26385881.98,51144.87,0.9465625,704,"North"
"West Bengal",2004,"Jowar",1498,649,162293.32,314.58,0.5175,1612.9,"East"
"Himachal Pradesh",2004,"Jowar",0,0,0,0,0,0,"North"
"Jammu and Kashmir",2004,"Jowar",5977,3586,647548.18,1255.17,0.6,1032.1,"North"
"Bihar",2004,"Jowar",3755,3807,406816.7,788.55,1.030833333,1147.8,"East"
"Uttarakhand",2004,"Jowar",0,0,0,0,0,0,"North"
"Jharkhand",2004,"Jowar",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2004,"Jowar",0,0,0,0,0,0,"North-east"
"Goa",2004,"Jowar",0,0,0,0,0,0,"West"
"Sikkim",2004,"Jowar",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2005,"Jowar",444096,588027,53255992.32,93260.16,1.3979545455,1075.5,"South"
"Assam",2005,"Jowar",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2005,"Jowar",8455,5827,1013923.6,1775.55,0.793333333,1292.7,"Central"
"Delhi",2005,"Jowar",8912,7843,1068727.04,1871.52,0.88,653.1,"North"
"Gujarat",2005,"Jowar",129100,157000,15481672,27111,1.1045238095,942.4,"West"
"Haryana",2005,"Jowar",89191,26000,10695784.72,18730.11,0.223076923,516.9,"North"
"Karnataka",2005,"Jowar",1520137,1478776,182294829.04,319228.77,1.24269841266667,1316.2,"South"
"Kerala",2005,"Jowar",2450,1248,293804,514.5,0.2525,3030.9,"South"
"Madhya Pradesh",2005,"Jowar",568721,596107,68201022.32,119431.41,1.2742708335,1032.7,"Central"
"Maharashtra",2005,"Jowar",4740000,3711100,568420800,995400,0.926346154,1387.2,"West"
"Manipur",2005,"Jowar",0,0,0,0,0,0,"North-east"
"Meghalaya",2005,"Jowar",0,0,0,0,0,0,"North-east"
"Mizoram",2005,"Jowar",0,0,0,0,0,0,"North-east"
"Nagaland",2005,"Jowar",550,820,65956,115.5,1.3125,1568.6,"North-east"
"Odisha",2005,"Jowar",0,0,0,0,0,0,"East"
"Puducherry",2005,"Jowar",0,0,0,0,0,0,"South"
"Punjab",2005,"Jowar",0,0,0,0,0,0,"North"
"Tamil Nadu",2005,"Jowar",316274,231449,37927578.08,66417.54,0.897083333,1364.1,"South"
"Telangana",2005,"Jowar",444096,588027,53255992.32,93260.16,1.3979545455,1075.5,"South"
"Tripura",2005,"Jowar",0,0,0,0,0,0,"North-east"
"Uttar Pradesh",2005,"Jowar",227183,241858,27243785.36,47708.43,1.06203125,751.9,"North"
"West Bengal",2005,"Jowar",1439,562,172564.88,302.19,0.436666667,1650.1,"East"
"Himachal Pradesh",2005,"Jowar",0,0,0,0,0,0,"North"
"Jammu and Kashmir",2005,"Jowar",1419,440,170166.48,297.99,0.483333333,1721.8,"North"
"Bihar",2005,"Jowar",4112,4236,493111.04,863.52,1.033,907.8,"East"
"Uttarakhand",2005,"Jowar",3,2,359.76,0.63,0.67,1353.3,"North"
"Jharkhand",2005,"Jowar",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2005,"Jowar",0,0,0,0,0,0,"North-east"
"Goa",2005,"Jowar",0,0,0,0,0,0,"West"
"Sikkim",2005,"Jowar",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2006,"Jowar",422416,410592,53946747.36,92931.52,1.2020346325,845.2,"South"
"Assam",2006,"Jowar",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2006,"Jowar",5292,5206,675841.32,1164.24,0.868235294,1317.2,"Central"
"Delhi",2006,"Jowar",8840,8354,1128956.4,1944.8,0.95,462.7,"North"
"Gujarat",2006,"Jowar",146500,149300,18709515,32230,1.035,1056.2,"West"
"Haryana",2006,"Jowar",89158,27000,11386368.18,19614.76,0.188125,329.3,"North"
"Karnataka",2006,"Jowar",1419311,1129547,181260207.82,312248.42,1.06027568933333,1146.3,"South"
"Kerala",2006,"Jowar",1827,929,233326.17,401.94,0.593333333,3429.7,"South"
"Madhya Pradesh",2006,"Jowar",533639,551249,68151036.69,117400.58,1.3617424245,1072.3,"Central"
"Maharashtra",2006,"Jowar",4618100,3781700,589777551,1015982,0.9573076925,1439.4,"West"
"Manipur",2006,"Jowar",0,0,0,0,0,0,"North-east"
"Meghalaya",2006,"Jowar",0,0,0,0,0,0,"North-east"
"Mizoram",2006,"Jowar",0,0,0,0,0,0,"North-east"
"Nagaland",2006,"Jowar",1000,750,127710,220,0.7325,1362.5,"North-east"
"Odisha",2006,"Jowar",0,0,0,0,0,0,"East"
"Puducherry",2006,"Jowar",4,7,510.84,0.88,1.75,1434.5875,"South"
"Punjab",2006,"Jowar",100,100,12771,22,1,569.6,"North"
"Tamil Nadu",2006,"Jowar",294376,293940,37594758.96,64762.72,1.212916667,927.9,"South"
"Telangana",2006,"Jowar",422416,410592,53946747.36,92931.52,1.2020346325,845.2,"South"
"Tripura",2006,"Jowar",0,0,0,0,0,0,"North-east"
"Uttar Pradesh",2006,"Jowar",231290,238052,29538045.9,50883.8,1.1145,590.5,"North"
"West Bengal",2006,"Jowar",1395,606,178155.45,306.9,0.473333333,1631.4,"East"
"Himachal Pradesh",2006,"Jowar",0,0,0,0,0,0,"North"
"Jammu and Kashmir",2006,"Jowar",0,0,0,0,0,0,"North"
"Bihar",2006,"Jowar",3397,3507,433830.87,747.34,1.04,1052.8,"East"
"Uttarakhand",2006,"Jowar",0,0,0,0,0,0,"North"
"Jharkhand",2006,"Jowar",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2006,"Jowar",0,0,0,0,0,0,"North-east"
"Goa",2006,"Jowar",0,0,0,0,0,0,"West"
"Sikkim",2006,"Jowar",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2007,"Jowar",331000,466000,44155400,52960,1.4155494505,1004.2,"South"
"Assam",2007,"Jowar",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2007,"Jowar",7709,7232,1028380.6,1233.44,0.928888889,1246.2,"Central"
"Delhi",2007,"Jowar",8837,8262,1178855.8,1413.92,0.93,677.5,"North"
"Gujarat",2007,"Jowar",128000,156400,17075200,20480,1.172070707,1021.6,"West"
"Haryana",2007,"Jowar",90728,41000,12103115.2,14516.48,0.297692308,443.8,"North"
"Karnataka",2007,"Jowar",1382177,1670022,184382411.8,221148.32,1.50611111133333,1323.3,"South"
"Kerala",2007,"Jowar",3083,1573,411272.2,493.28,0.6425,3489.6,"South"
"Madhya Pradesh",2007,"Jowar",534902,590531,71355926.8,85584.32,1.2829647435,740.4,"Central"
"Maharashtra",2007,"Jowar",4147500,4003200,553276500,663600,1.150023077,1257.2,"West"
"Manipur",2007,"Jowar",0,0,0,0,0,0,"North-east"
"Meghalaya",2007,"Jowar",0,0,0,0,0,0,"North-east"
"Mizoram",2007,"Jowar",0,0,0,0,0,0,"North-east"
"Nagaland",2007,"Jowar",800,1050,106720,128,1.315714286,1769,"North-east"
"Odisha",2007,"Jowar",0,0,0,0,0,0,"East"
"Puducherry",2007,"Jowar",3,5,400.2,0.48,1.67,1434.5875,"South"
"Punjab",2007,"Jowar",100,100,13340,16,1,527.2,"North"
"Tamil Nadu",2007,"Jowar",283526,247836,37822368.4,45364.16,1.0528,1067.2,"South"
"Telangana",2007,"Jowar",331000,466000,44155400,52960,1.4155494505,1004.2,"South"
"Tripura",2007,"Jowar",0,0,0,0,0,0,"North-east"
"Uttar Pradesh",2007,"Jowar",211640,172805,28232776,33862.4,0.829666667,672.9,"North"
"West Bengal",2007,"Jowar",1659,698,221310.6,265.44,0.46,2007.5,"East"
"Himachal Pradesh",2007,"Jowar",0,0,0,0,0,0,"North"
"Jammu and Kashmir",2007,"Jowar",0,0,0,0,0,0,"North"
"Bihar",2007,"Jowar",3426,3761,457028.4,548.16,1.086428571,1600.2,"East"
"Uttarakhand",2007,"Jowar",0,0,0,0,0,0,"North"
"Jharkhand",2007,"Jowar",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2007,"Jowar",0,0,0,0,0,0,"North-east"
"Goa",2007,"Jowar",0,0,0,0,0,0,"West"
"Sikkim",2007,"Jowar",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2008,"Jowar",278584,435782,39848655.36,25072.56,2.1414327485,944.6,"South"
"Assam",2008,"Jowar",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2008,"Jowar",5361,6270,766837.44,482.49,1.261111111,1117.9,"Central"
"Delhi",2008,"Jowar",8238,7950,1178363.52,741.42,0.97,614.6,"North"
"Gujarat",2008,"Jowar",174200,208200,24917568,15678,1.1215,746.1,"West"
"Haryana",2008,"Jowar",86595,44000,12386548.8,7793.55,0.497857143,715.6,"North"
"Karnataka",2008,"Jowar",1381882,1483620,197664401.28,124369.38,1.47716666666667,1164.1,"South"
"Kerala",2008,"Jowar",2306,1177,329850.24,207.54,0.6525,2524.8,"South"
"Madhya Pradesh",2008,"Jowar",485567,584137,69455503.68,43701.03,1.4927,895,"Central"
"Maharashtra",2008,"Jowar",4071200,3352000,582344448,366408,1.0124923075,1052.8,"West"
"Manipur",2008,"Jowar",0,0,0,0,0,0,"North-east"
"Meghalaya",2008,"Jowar",0,0,0,0,0,0,"North-east"
"Mizoram",2008,"Jowar",0,0,0,0,0,0,"North-east"
"Nagaland",2008,"Jowar",140,130,20025.6,12.6,0.874,1540.9,"North-east"
"Odisha",2008,"Jowar",0,0,0,0,0,0,"East"
"Puducherry",2008,"Jowar",2,3,286.08,0.18,1.5,1434.5875,"South"
"Punjab",2008,"Jowar",100,100,14304,9,1,691.3,"North"
"Tamil Nadu",2008,"Jowar",258876,213436,37029623.04,23298.84,1.152142857,1201.9,"South"
"Telangana",2008,"Jowar",278584,435782,39848655.36,25072.56,2.1414327485,944.6,"South"
"Tripura",2008,"Jowar",0,0,0,0,0,0,"North-east"
